year,year_rank,group,artist,song_name
1969,52,Bob Dylan,Bob Dylan,Lay Lady Lay
1969,53,Donovan,Donovan,Atlantis
1969,54,Dennis Yost and The Classics IV,Dennis Yost and The Classics IV,Traces
1969,55,Mama Cass Elliot,Mama Cass Elliot,It's Getting Better
1969,56,Jay and The Americans,Jay and The Americans,This Magic Moment
1969,57,Temptations,Temptations,"Run Away Child, Running Wild"
1969,58,Ventures,Ventures,Hawaii Five-O
1969,59,Glen Campbell,Glen Campbell,Galveston
1969,60,Lou Christie,Lou Christie,I'm Gonna Make You Mine
1969,61,Ray Stevens,Ray Stevens,Gitarzan
1969,62,Tyrone Davis,Tyrone Davis,Can I Change My Mind
1969,63,Booker T and The MG's,Booker T and The MG's,Time Is Tight
1969,64,Dionne Warwick,Dionne Warwick,This Girl's In Love With You
1969,65,Winstons,Winstons,Color Him Father
1969,66,"Sonny Charles and The Checkmates, Ltd.","Sonny Charles and The Checkmates, Ltd.",Black Pearl
1969,67,1910 Fruitgum Company,1910 Fruitgum Company,Indian Giver
1969,68,James Brown,James Brown,Mother Popcorn (Part I)
1969,69,Edwin Starr,Edwin Starr,Twenty-five Miles
1969,70,New Colony Six,New Colony Six,Things I'd Like To Say
1969,71,Motherlode,Motherlode,When I Die
1969,72,Marvin Gaye,Marvin Gaye,That's The Way Love Is
1969,73,Nilsson,Nilsson,Everybody's Talkin'
1969,74,Brooklyn Bridge,Brooklyn Bridge,Worst That Could Happen
1969,75,Joe Simon,Joe Simon,Chokin' Kind
1969,76,Flying Machine,Flying Machine,Smile A Little Smile For Me
1969,77,Tony Joe White,Tony Joe White,Polk Salad Annie
1969,78,Kenny Rogers and The First Edition,Kenny Rogers and The First Edition,"Ruby, Don't Take Your Love To Town"
1969,79,Joe South,Joe South,Games People Play
1969,80,Turtles,Turtles,You Showed Me
1969,81,Cuff Links,Cuff Links,Tracy
1969,82,Dells,Dells,"Oh, What A Night"
1969,83,Beatles,Beatles,Something
1969,84,Gary Puckett and The Union Gap,Gary Puckett and The Union Gap,This Girl Is A Woman Now
1969,85,Beatles,Beatles,Come Together
1969,86,Seger System,Seger System,Ramblin' Gamblin' Man Bob
1969,87,Diana Ross and The Supremes,Diana Ross and The Supremes,I'm Gonna Make You Love Me
1969,88,Marvin Gaye,Marvin Gaye,I Heard It Through The Grapevine
1969,89,Crazy Elephant,Crazy Elephant,Gimme Gimme Good Lovin'
1969,90,Booker T and The MG's,Booker T and The MG's,Hang 'Em High
1969,91,Lou Rawls,Lou Rawls,Your Good Thing (Is About To End)
1969,92,Originals,Originals,Baby I'm For Real
1969,93,Edwin Hawkins Singers,Edwin Hawkins Singers,Oh Happy Day
1969,94,Tom Jones,Tom Jones,Love Me Tonight
1969,95,Paul Revere and The Raiders,Paul Revere and The Raiders,"Mr. Sun, Mr. Moon"
1969,96,Guess Who,Guess Who,Laughing
1969,97,David Ruffin,David Ruffin,My Whole World Ended (The Moment You Left Me)
1969,98,Box Tops,Box Tops,Soul Deep
1969,99,B.J. Thomas,B.J. Thomas,Hooked On A Feeling
1969,100,Box Tops,Box Tops,Sweet Cream Ladies
1970,1,Simon and Garfunkel,Simon and Garfunkel,Bridge Over Troubled Water
1970,2,Carpenters,Carpenters,(They Long To Be) Close To You
1970,3,Guess Who,Guess Who,American Woman / No Sugar Tonight
1970,4,B.J. Thomas,B.J. Thomas,Raindrops Keep Fallin' On My Head
1970,5,Edwin Starr,Edwin Starr,War
1970,6,Diana Ross,Diana Ross,Ain't No Mountain High Enough
1970,7,Jackson 5,Jackson 5,I'll Be There
1970,8,Rare Earth,Rare Earth,Get Ready
1970,9,Beatles,Beatles,Let It Be
1970,10,Freda Payne,Freda Payne,Band Of Gold
1970,11,Three Dog Night,Three Dog Night,Mama Told Me (Not To Come)
1970,12,Ray Stevens,Ray Stevens,Everything Is Beautiful
1970,13,Bread,Bread,Make It With You
1970,14,Vanity Fair,Vanity Fair,Hitchin' A Ride
1970,15,Jackson 5,Jackson 5,ABC
1970,16,Jackson 5,Jackson 5,The Love You Save
1970,17,Neil Diamond,Neil Diamond,Cracklin' Rose
1970,18,Dawn,Dawn,Candida
1970,19,Sly and The Family Stone,Sly and The Family Stone,Thank You (Fallettin Me Be Mice Elf Again)
1970,20,Eric Burdon and War,Eric Burdon and War,Spill The Wine
1970,21,Five Stairsteps,Five Stairsteps,O-o-h Child
1970,22,Norman Greenbaum,Norman Greenbaum,Spirit In The Sky
1970,23,Melanie and The Edwin Hawkins Singers,Melanie and The Edwin Hawkins Singers,Lay Down (Candles In The Rain)
1970,24,Temptations,Temptations,Ball Of Confusion (That's What The World Is Today)
1970,25,Moments,Moments,Love On A Two Way Street
1970,26,Poppy Family,Poppy Family,Which Way You Goin' Billy?
1970,27,Free,Free,All Right Now
1970,28,Jackson 5,Jackson 5,I Want You Back
1970,29,Bobby Sherman,Bobby Sherman,"Julie, Do Ya Love Me"
1970,30,Sugarloaf,Sugarloaf,Green-eyed Lady
1970,31,Stevie Wonder,Stevie Wonder,"Signed Sealed, Delivered (I'm Yours)"
1970,32,Blues Image,Blues Image,Ride Captain Ride
1970,33,Shocking Blue,Shocking Blue,Venus
1970,34,John Ono Lennon,John Ono Lennon,Instant Karma (We All Shine On)
1970,35,Clarence Carter,Clarence Carter,Patches
1970,36,Creedence Clearwater Revival,Creedence Clearwater Revival,Lookin' Out My Back Door / Long As I Can See The Light
1970,37,Brook Benton,Brook Benton,Rainy Night In Georgia
1970,38,Kenny Rogers and The First Edition,Kenny Rogers and The First Edition,Something's Burning
1970,39,Chairmen Of The Board,Chairmen Of The Board,Give Me Just A Little More Time
1970,40,Edison Lighthouse,Edison Lighthouse,Love Grows (Where My Rosemary Goes)
1970,41,Beatles,Beatles,The Long And Winding Road / For You Blue
1970,42,Anne Murray,Anne Murray,Snowbird
1970,43,Marmalade,Marmalade,Reflections Of My Life
1970,44,Eddie Holman,Eddie Holman,Hey There Lonely Girl
1970,45,Jaggerz,Jaggerz,The Rapper
1970,46,Hollies,Hollies,"He Ain't Heavy, He's My Brother"
1970,47,Alive and Kicking,Alive and Kicking,"Tighter, Tighter"
1970,48,Badfinger,Badfinger,Come And Get It
1970,49,Simon and Garfunkel,Simon and Garfunkel,Cecelia
1970,50,Charles Wright and The Watts 103rd Street Rhythm Band,Charles Wright and The Watts 103rd Street Rhythm Band,Love Land
1970,51,Tyrone Davis,Tyrone Davis,Turn Back The Hands Of Time
1970,52,Kinks,Kinks,Lola
1970,53,Mungo Jerry,Mungo Jerry,In The Summertime
1970,54,R. Dean Taylor,R. Dean Taylor,Indiana Wants Me
1970,55,Rare Earth,Rare Earth,(I Know) I'm Losing You
1970,56,Bobby Sherman,Bobby Sherman,"Easy Come, Easy Go"
1970,57,Charles Wright and The Watts 103rd Street Rhythm Band,Charles Wright and The Watts 103rd Street Rhythm Band,Express Yourself
1970,58,Four Tops,Four Tops,Still Water (Love)
1970,59,Chicago,Chicago,Make Me Smile
1970,60,Frijid Pink,Frijid Pink,House Of The Rising Sun
1970,61,Chicago,Chicago,25 Or 6 To 4
1970,62,White Plains,White Plains,My Baby Loves Lovin'
1970,63,Friends Of Distinction,Friends Of Distinction,Love Or Let Me Be Lonely
1970,64,Brotherhood Of Man,Brotherhood Of Man,United We Stand
1970,65,Carpenters,Carpenters,We've Only Just Begun
1970,66,Mark Lindsay,Mark Lindsay,Arizona
1970,67,James Taylor,James Taylor,Fire And Rain
1970,68,Gene Chandler,Gene Chandler,Groovy Situation
1970,69,Santana,Santana,Evil Ways
1970,70,Guess Who,Guess Who,No Time
1970,71,Delfonics,Delfonics,Didn't I (Blow Your Mind This Time)
1970,72,Elvis Presley,Elvis Presley,The Wonder Of You / Mama Liked The Roses
1970,73,Creedence Clearwater Revival,Creedence Clearwater Revival,Up Around The Bend / Run Through The Jungle
1970,74,Ronnie Dyson,Ronnie Dyson,(If You Let Me Make Love To You Then) Why Can't I Touch You
1970,75,B.J. Thomas,B.J. Thomas,I Just Can't Help Believing
1970,76,Spinners,Spinners,It's A Shame
1970,77,Bobbi Martin,Bobbi Martin,For The Love Of Him
1970,78,Mountain,Mountain,Mississippi Queen
1970,79,Ike and Tina Turner,Ike and Tina Turner,I Want To Take You Higher
1970,80,Joe Cocker,Joe Cocker,The Letter
1970,81,Tee Set,Tee Set,Ma Belle Amie
1970,82,Originals,Originals,The Bells
1970,83,Christie,Christie,Yellow River
1970,84,100 Proof Aged In Soul,100 Proof Aged In Soul,Somebody's Been Sleeping
1970,85,Ides Of March,Ides Of March,Vehicle
1970,86,Pipkins,Pipkins,Gimme Dat Ding
1970,87,Robin Mcnamara,Robin Mcnamara,Lay A Little Lovin' On Me
1970,88,Supremes,Supremes,Up The Ladder To The Roof
1970,89,Creedence Clearwater Revival,Creedence Clearwater Revival,Travelin' Band / Who'll Stop The Rain
1970,90,Sandpipers,Sandpipers,Come Saturday Morning
1970,91,Temptations,Temptations,Psychedelic Shack
1970,92,Tom Jones,Tom Jones,Without Love (There Is Nothing)
1970,93,Pacific Gas and Electric,Pacific Gas and Electric,Are You Ready?
1970,94,"Crosby, Stills, Nash and Young","Crosby, Stills, Nash and Young",Woodstock
1970,95,Dionne Warwick,Dionne Warwick,I'll Never Fall In Love Again
1970,96,New Seekers,New Seekers,Look What They've Done To My Song Ma
1970,97,Joe South,Joe South,Walk A Mile In My Shoes
1970,98,B.B. King,B.B. King,The Thrill Is Gone
1970,99,Glen Campbell,Glen Campbell,It's Only Make Believe
1970,100,Aretha Franklin,Aretha Franklin,Call Me
1971,1,Three Dog Night,Three Dog Night,Joy To The World
1971,2,Rod Stewart,Rod Stewart,Maggie May / (Find A) Reason To Believe
1971,3,Carole King,Carole King,It's Too Late / I Feel The Earth Move
1971,4,Osmonds,Osmonds,One Bad Apple
1971,5,Bee Gees,Bee Gees,How Can You Mend A Broken Heart
1971,6,Raiders,Raiders,Indian Reservation
1971,7,Donny Osmond,Donny Osmond,Go Away Little Girl
1971,8,John Denver,John Denver,"Take Me Home, Country Roads"
1971,9,Temptations,Temptations,Just My Imagination (Running Away With Me)
1971,10,Dawn,Dawn,Knock Three Times
1971,11,Janis Joplin,Janis Joplin,Me And Bobby McGee
1971,12,Al Green,Al Green,Tired Of Being Alone
1971,13,Honey Cone,Honey Cone,Want Ads
1971,14,Undisputed Truth,Undisputed Truth,Smiling Faces Sometimes
1971,15,Cornelius Brothers and Sister Rose,Cornelius Brothers and Sister Rose,Treat Her Like A Lady
1971,16,James Taylor,James Taylor,You've Got A Friend
1971,17,Jean Knight,Jean Knight,Mr. Big Stuff
1971,18,Rolling Stones,Rolling Stones,Brown Sugar
1971,19,Lee Michaels,Lee Michaels,Do You Know What I Mean
1971,20,Joan Baez,Joan Baez,The Night They Drove Old Dixie Down
1971,21,Marvin Gaye,Marvin Gaye,What's Going On
1971,22,Paul and Linda McCartney,Paul and Linda McCartney,Uncle Albert-Admiral Halsey
1971,23,Bill Withers,Bill Withers,Ain't No Sunshine
1971,24,Five Man Electrical Band,Five Man Electrical Band,Signs
1971,25,Tom Jones,Tom Jones,She's A Lady
1971,26,Murray Head and The Trinidad Singers,Murray Head and The Trinidad Singers,Superstar
1971,27,Free Movement,Free Movement,I Found Someone Of My Own
1971,28,Jerry Reed,Jerry Reed,Amos Moses
1971,29,Grass Roots,Grass Roots,Temptation Eyes
1971,30,Carpenters,Carpenters,Superstar
1971,31,George Harrison,George Harrison,My Sweet Lord / Isn't It A Pity
1971,32,Donny Osmond,Donny Osmond,Sweet And Innocent
1971,33,Ocean,Ocean,Put Your Hand In The Hand
1971,34,Daddy Dewdrop,Daddy Dewdrop,Chick-a-boom
1971,35,Carpenters,Carpenters,For All We Know
1971,36,Sammi Smith,Sammi Smith,Help Me Make It Through The Night
1971,37,Carpenters,Carpenters,Rainy Days And Mondays
1971,38,Gordon Lightfoot,Gordon Lightfoot,If You Could Read My Mind
1971,39,Cher,Cher,"Gypsy, Tramps And Thieves"
1971,40,Jackson 5,Jackson 5,Never Can Say Goodbye
1971,41,Lynn Anderson,Lynn Anderson,Rose Garden
1971,42,"Hamilton, Joe Frank and Reynolds","Hamilton, Joe Frank and Reynolds",Don't Pull Your Love
1971,43,Ringo Starr,Ringo Starr,It Don't Come Easy
1971,44,Nitty Gritty Dirt Band,Nitty Gritty Dirt Band,Mr. Bojangles
1971,45,Fuzz,Fuzz,I Love You For All Seasons
1971,46,Dramatics,Dramatics,Whatcha See Is Whatcha Get
1971,47,Carly Simon,Carly Simon,That's The Way I've Always Heard It Should Be
1971,48,Stevie Wonder,Stevie Wonder,If You Really Love Me
1971,49,Aretha Franklin,Aretha Franklin,Spanish Harlem
1971,50,Helen Reddy,Helen Reddy,I Don't Know How To Love Him
1971,51,Osmonds,Osmonds,Yo-yo
1971,52,Aretha Franklin,Aretha Franklin,Bridge Over Troubled Water
1971,53,Partridge Family,Partridge Family,Doesn't Somebody Want To Be Wanted
1971,54,Tommy James,Tommy James,Draggin' The Line
1971,55,Ike and Tina Turner,Ike and Tina Turner,Proud Mary
1971,56,Chicago,Chicago,Beginnings / Color My World
1971,57,Bells,Bells,Stay Awhile
1971,58,Stampeders,Stampeders,Sweet City Woman
1971,59,Lobo,Lobo,Me And You And A Dog Named Boo
1971,60,Paul McCartney,Paul McCartney,"Another Day / Oh Woman, Oh Why"
1971,61,Bread,Bread,If
1971,62,Marvin Gaye,Marvin Gaye,Mercy Mercy Me (The Ecology)
1971,63,Brewer and Shipley,Brewer and Shipley,One Toke Over The Line
1971,64,8th Day,8th Day,She's Not Just Another Woman
1971,65,Freda Payne,Freda Payne,Bring The Boys Home
1971,66,Rare Earth,Rare Earth,I Just Want To Celebrate
1971,67,Delaney and Bonnie and Friends,Delaney and Bonnie and Friends,Never Ending Song Of Love
1971,68,Freddy Hart,Freddy Hart,Easy Loving
1971,69,Three Dog Night,Three Dog Night,Liar
1971,70,Honey Cone,Honey Cone,Stick-up
1971,71,Mac and Katie Kissoon,Mac and Katie Kissoon,Chirpy Chirpy Cheep Cheep
1971,72,Andy Williams,Andy Williams,Love Story (Where Do I Begin)
1971,73,Cat Stevens,Cat Stevens,Wild World
1971,74,Jerry Reed,Jerry Reed,"When You're Hot, You're Hot"
1971,75,Beginning Of The End,Beginning Of The End,Funky Nassau
1971,76,Olivia Newton-John,Olivia Newton-John,If Not For You
1971,77,King Floyd,King Floyd,Groove Me
1971,78,Bobby Goldsboro,Bobby Goldsboro,Watching Scotty Grow
1971,79,Matthews' Southern Comfort,Matthews' Southern Comfort,Woodstock
1971,80,Judy Collins,Judy Collins,Amazing Grace
1971,81,Dave Edmunds,Dave Edmunds,I Hear You Knocking
1971,82,Bee Gees,Bee Gees,Lonely Days
1971,83,Fortunes,Fortunes,Here Comes That Rainy Day Feeling Again
1971,84,Who,Who,Won't Get Fooled Again
1971,85,Denise Lasalle,Denise Lasalle,Trapped By A Thing Called Love
1971,86,Jackson 5,Jackson 5,Mama's Pearl
1971,87,Buoys,Buoys,Timothy
1971,88,Partridge Family,Partridge Family,I Woke Up In Love This Morning
1971,89,Isaac Hayes,Isaac Hayes,"Theme From ""Shaft"""
1971,90,Gladys Knight and The Pips,Gladys Knight and The Pips,If I Were Your Woman
1971,91,Neil Diamond,Neil Diamond,I Am..I Said
1971,92,Paul Stookey,Paul Stookey,Wedding Song (There Is Love)
1971,93,Wilson Pickett,Wilson Pickett,"Don't Knock My Love, Pt. 1"
1971,94,Doors,Doors,Love Her Madly
1971,95,Richie Havens,Richie Havens,Here Comes The Sun
1971,96,Wadsworth Mansion,Wadsworth Mansion,Sweet Mary
1971,97,Brenda and The Tabulations,Brenda and The Tabulations,Right On The Tip Of My Tongue
1971,98,Fifth Dimension,Fifth Dimension,One Less Bell To Answer
1971,99,Doors,Doors,Riders On The Storm
1971,100,Perry Como,Perry Como,It's Impossible
1972,1,Roberta Flack,Roberta Flack,The First Time Ever I Saw Your Face
1972,2,Gilbert O'Sullivan,Gilbert O'Sullivan,Alone Again (Naturally)
1972,3,Don McLean,Don McLean,American Pie
1972,4,Nilsson,Nilsson,Without You
1972,5,Sammy Davis Jr.,Sammy Davis Jr.,Candy Man
1972,6,Joe Tex,Joe Tex,I Gotcha
1972,7,Bill Withers,Bill Withers,Lean On Me
1972,8,Mac Davis,Mac Davis,Baby Don't Get Hooked On Me
1972,9,Melanie,Melanie,Brand New Key
1972,10,Wayne Newton,Wayne Newton,Daddy Dont You Walk So Fast
1972,11,Al Green,Al Green,Let's Stay Together
1972,12,Looking Glass,Looking Glass,Brandy (You're A Fine Girl)
1972,13,Chi-Lites,Chi-Lites,Oh Girl
1972,14,Gallery,Gallery,Nice To Be With You
1972,15,Chuck Berry,Chuck Berry,My Ding-A-Ling
1972,16,Luther Ingram,Luther Ingram,If Loving You Is Wrong I Don't Want To Be Right
1972,17,Neil Young,Neil Young,Heart Of Gold
1972,18,Stylistics,Stylistics,"Betcha By Golly, Wow"
1972,19,Staple Singers,Staple Singers,I'll Take You There
1972,20,Michael Jackson,Michael Jackson,Ben
1972,21,Robert John,Robert John,The Lion Sleeps Tonight
1972,22,Billy Preston,Billy Preston,Outa-Space
1972,23,War,War,Slippin' Into Darkness
1972,24,Hollies,Hollies,Long Cool Woman (In A Black Dress)
1972,25,Mouth and MacNeal,Mouth and MacNeal,How Do You Do
1972,26,Neil Diamond,Neil Diamond,Song Sung Blue
1972,27,America,America,A Horse With No Name
1972,28,Hot Butter,Hot Butter,Popcorn
1972,29,Main Ingredient,Main Ingredient,Everybody Plays The Fool
1972,30,Climax,Climax,Precious And Few
1972,31,5th Dimension,5th Dimension,Last Night I Didn't Get To Sleep At All
1972,32,Moody Blues,Moody Blues,Nights In White Satin
1972,33,Raspberries,Raspberries,Go All The Way
1972,34,Cornelius Brothers and Sister Rose,Cornelius Brothers and Sister Rose,Too Late To Turn Back Now
1972,35,O'Jays,O'Jays,Back Stabbers
1972,36,Osmonds,Osmonds,Down By The Lazy River
1972,37,Jonathan Edwards,Jonathan Edwards,Sunshine
1972,38,Mel and Tim,Mel and Tim,Starting All Over Again
1972,39,Badfinger,Badfinger,Day Atter Day
1972,40,Elton John,Elton John,Rocket Man
1972,41,Michael Jackson,Michael Jackson,Rockin' Robin
1972,42,Daniel Boone,Daniel Boone,Beautiful Sunday
1972,43,Dennis Coffey and The Detroit Guitar Band,Dennis Coffey and The Detroit Guitar Band,Scorpio
1972,44,Cat Stevens,Cat Stevens,Morning Has Broken
1972,45,Arlo Guthrie,Arlo Guthrie,The City Of New Orleans
1972,46,Rick Nelson,Rick Nelson,Garden Party
1972,47,Johnny Nash,Johnny Nash,I Can See Clearly Now
1972,48,Elvis Presley,Elvis Presley,Burning Love
1972,49,Betty Wright,Betty Wright,Clean Up Woman
1972,50,Argent,Argent,Hold Your Head Up
1972,51,Chakachas,Chakachas,Jungle Fever
1972,52,Bread,Bread,Everything I Own
1972,53,Dramatics,Dramatics,In The Rain
1972,54,Al Green,Al Green,Look What You Done For Me
1972,55,Donna Fargo,Donna Fargo,The Happiest Girl In The Whole U.S.A.
1972,56,T. Rex,T. Rex,Bang A Gong (Get It On)
1972,57,Paul Simon,Paul Simon,Mother And Child Reunion
1972,58,Roberta Flack and Donny Hathaway,Roberta Flack,Where Is The Love
1972,58,Roberta Flack and Donny Hathaway,Donny Hathaway,Where Is The Love
1972,59,Al Green,Al Green,I'm Still In Love With You
1972,60,Derek and The Dominos,Derek and The Dominos,Layla
1972,61,Aretha Franklin,Aretha Franklin,Day Dreaming
1972,62,Cher,Cher,The Way Of Love
1972,63,Three Dog Night,Three Dog Night,Black And White
1972,64,Dr. Hook and The Medicine Show,Dr. Hook and The Medicine Show,Sylvia's Mother
1972,65,Carpenters,Carpenters,Hurting Each Other
1972,66,Nilsson,Nilsson,Coconut
1972,67,Donny Osmond,Donny Osmond,Puppy Love
1972,68,Jim Croce,Jim Croce,You Don't Mess Around With Jim
1972,69,Commander Cody and His Lost Planet Airmen,Commander Cody and His Lost Planet Airmen,Hot Rod Lincoln
1972,70,Sonny and Cher,Sonny and Cher,A Cowboy's Work Is Never Done
1972,71,Apollo 100,Apollo 100,Joy
1972,72,Carly Simon,Carly Simon,Anticipation
1972,73,Three Dog Night,Three Dog Night,Never Been To Spain
1972,74,Charlie Pride,Charlie Pride,Kiss An Angel Good Morning
1972,75,Alice Cooper,Alice Cooper,School's Out
1972,76,Chicago,Chicago,Saturday In The Park
1972,77,Joe Simon,Joe Simon,Drowning In The Sea Of Love
1972,78,Bill Withers,Bill Withers,Use Me
1972,79,Sly and The Family Stone,Sly and The Family Stone,Family Affair
1972,80,Jimmy Castor Bunch,Jimmy Castor Bunch,Troglodyte
1972,81,Redbone,Redbone,The Witch Queen Of New Orleans
1972,82,Curtis Mayfield,Curtis Mayfield,Freddie's Dead
1972,83,Joe Simon,Joe Simon,Power Of Love
1972,84,Jerry Butler and Brenda Lee Eager,Jerry Butler,Ain't Understanding Mellow
1972,84,Jerry Butler and Brenda Lee Eager,Brenda Lee Eager,Ain't Understanding Mellow
1972,85,Harry Chapin,Harry Chapin,Taxi
1972,86,Beverly Bremers,Beverly Bremers,Don't Say You Don't Rememeer
1972,87,Bobby Vinton,Bobby Vinton,Sealed With A Kiss
1972,88,Todd Rundgren,Todd Rundgren,I Saw The Light
1972,89,Sailcat,Sailcat,Motorcycle Mama
1972,90,Godspell,Godspell,Day By Day
1972,91,Yes,Yes,Roundabout
1972,92,Jackson Browne,Jackson Browne,Doctor My Eyes
1972,93,New Seekers,New Seekers,I'd Like To Teach The World To Sing
1972,94,Don Mclean,Don Mclean,Vincent / Castles In The Air
1972,95,Detroit Emeralds,Detroit Emeralds,Baby Let Me Take You (In My Arms)
1972,96,Rick Springfield,Rick Springfield,Speak To The Sky
1972,97,Hillside Singers,Hillside Singers,I'd Like To Teach The World To Sing
1972,98,Love Unlimited,Love Unlimited,Walking In The Rain With The One I Love
1972,99,James Brown,James Brown,"Good Foot, Pt. 1"
1972,100,Isley Bros.,Isley Bros.,Pop That Thang
1973,1,Tony Orlando and Dawn,Tony Orlando and Dawn,Tie A Yellow Ribbon 'Round The Ole Oak Tree
1973,2,Jim Croce,Jim Croce,Bad Bad Leroy Brown
