league,year,series,team,games_won,games_played,won_series
nba,1970,eastern_semis,New York Knicks,4,7,1
nba,1970,western_semis,Los Angeles Lakers,4,7,1
nba,1970,finals,Los Angeles Lakers,3,7,0
nba,1970,eastern_semis,Baltimore Bullets,3,7,0
nba,1970,western_semis,Phoenix Suns,3,7,0
nba,1970,eastern_finals,New York Knicks,4,5,1
nba,1970,eastern_semis,Milwaukee Bucks,4,5,1
nba,1970,western_semis,Atlanta Hawks,4,5,1
nba,1970,eastern_finals,Milwaukee Bucks,1,5,0
nba,1970,eastern_semis,Philadelphia 76ers,1,5,0
nba,1970,western_semis,Chicago Bulls,1,5,0
nba,1970,western_finals,Los Angeles Lakers,4,4,1
nba,1970,western_finals,Atlanta Hawks,0,4,0
nba,1969,finals,Boston Celtics,4,7,1
nba,1969,finals,Los Angeles Lakers,3,7,0
nba,1969,eastern_finals,Boston Celtics,4,6,1
nba,1969,western_semis,Atlanta Hawks,4,6,1
nba,1969,western_semis,Los Angeles Lakers,4,6,1
nba,1969,eastern_finals,New York Knicks,2,6,0
nba,1969,western_semis,San Diego Rockets,2,6,0
nba,1969,western_semis,San Francisco Warriors,2,6,0
nba,1969,western_finals,Los Angeles Lakers,4,5,1
nba,1969,eastern_semis,Boston Celtics,4,5,1
nba,1969,western_finals,Atlanta Hawks,1,5,0
nba,1969,eastern_semis,Philadelphia 76ers,1,5,0
nba,1969,eastern_semis,New York Knicks,4,4,1
nba,1969,eastern_semis,Baltimore Bullets,0,4,0
nba,1968,eastern_finals,Boston Celtics,4,7,1
nba,1968,eastern_finals,Philadelphia 76ers,3,7,0
nba,1968,finals,Boston Celtics,4,6,1
nba,1968,eastern_semis,Boston Celtics,4,6,1
nba,1968,eastern_semis,Philadelphia 76ers,4,6,1
nba,1968,western_semis,San Francisco Warriors,4,6,1
nba,1968,finals,Los Angeles Lakers,2,6,0
nba,1968,eastern_semis,Detroit Pistons,2,6,0
nba,1968,eastern_semis,New York Knicks,2,6,0
nba,1968,western_semis,St. Louis Hawks,2,6,0
nba,1968,western_semis,Los Angeles Lakers,4,5,1
nba,1968,western_semis,Chicago Bulls,1,5,0
nba,1968,western_finals,Los Angeles Lakers,4,4,1
nba,1968,western_finals,San Francisco Warriors,0,4,0
nba,1967,finals,Philadelphia 76ers,4,6,1
nba,1967,western_finals,San Francisco Warriors,4,6,1
nba,1967,finals,San Francisco Warriors,2,6,0
nba,1967,western_finals,St. Louis Hawks,2,6,0
nba,1967,eastern_finals,Philadelphia 76ers,4,5,1
nba,1967,eastern_finals,Boston Celtics,1,5,0
nba,1967,eastern_semis,Boston Celtics,3,4,1
nba,1967,eastern_semis,Philadelphia 76ers,3,4,1
nba,1967,eastern_semis,New York Knicks,1,4,0
nba,1967,eastern_semis,Cincinnati Royals,1,4,0
nba,1967,western_semis,San Francisco Warriors,3,3,1
nba,1967,western_semis,St. Louis Hawks,3,3,1
nba,1967,western_semis,Los Angeles Lakers,0,3,0
nba,1967,western_semis,Chicago Bulls,0,3,0
nba,1966,finals,Boston Celtics,4,7,1
nba,1966,western_finals,Los Angeles Lakers,4,7,1
nba,1966,finals,Los Angeles Lakers,3,7,0
nba,1966,western_finals,St. Louis Hawks,3,7,0
nba,1966,eastern_finals,Boston Celtics,4,5,1
nba,1966,eastern_semis,Boston Celtics,3,5,1
nba,1966,eastern_finals,Philadelphia 76ers,1,5,0
nba,1966,eastern_semis,Cincinnati Royals,2,5,0
nba,1966,western_semis,St. Louis Hawks,3,3,1
nba,1966,western_semis,Baltimore Bullets,0,3,0
nba,1965,eastern_finals,Boston Celtics,4,7,1
nba,1965,eastern_finals,Philadelphia 76ers,3,7,0
nba,1965,western_finals,Los Angeles Lakers,4,6,1
nba,1965,western_finals,Baltimore Bullets,2,6,0
nba,1965,finals,Boston Celtics,4,5,1
nba,1965,finals,Los Angeles Lakers,1,5,0
nba,1965,eastern_semis,Philadelphia 76ers,3,4,1
nba,1965,western_semis,Baltimore Bullets,3,4,1
nba,1965,eastern_semis,Cincinnati Royals,1,4,0
nba,1965,western_semis,St. Louis Hawks,1,4,0
nba,1964,western_finals,San Francisco Warriors,4,7,1
nba,1964,western_finals,St. Louis Hawks,3,7,0
nba,1964,finals,Boston Celtics,4,5,1
nba,1964,eastern_finals,Boston Celtics,4,5,1
nba,1964,eastern_semis,Cincinnati Royals,3,5,1
nba,1964,western_semis,St. Louis Hawks,3,5,1
nba,1964,finals,San Francisco Warriors,1,5,0
nba,1964,eastern_finals,Cincinnati Royals,1,5,0
nba,1964,eastern_semis,Philadelphia 76ers,2,5,0
nba,1964,western_semis,Los Angeles Lakers,2,5,0
nba,1963,eastern_finals,Boston Celtics,4,7,1
nba,1963,western_finals,Los Angeles Lakers,4,7,1
nba,1963,eastern_finals,Cincinnati Royals,3,7,0
nba,1963,western_finals,St. Louis Hawks,3,7,0
nba,1963,finals,Boston Celtics,4,6,1
nba,1963,finals,Los Angeles Lakers,2,6,0
nba,1963,eastern_semis,Cincinnati Royals,3,5,1
nba,1963,eastern_semis,Syracuse Nationals,2,5,0
nba,1963,western_semis,St. Louis Hawks,3,4,1
nba,1963,western_semis,Detroit Pistons,1,4,0
nba,1962,finals,Boston Celtics,4,7,1
nba,1962,eastern_finals,Boston Celtics,4,7,1
nba,1962,finals,Los Angeles Lakers,3,7,0
nba,1962,eastern_finals,Philadelphia Warriors,3,7,0
nba,1962,western_finals,Los Angeles Lakers,4,6,1
nba,1962,western_finals,Detroit Pistons,2,6,0
nba,1962,eastern_semis,Philadelphia Warriors,3,5,1
nba,1962,eastern_semis,Syracuse Nationals,2,5,0
nba,1962,western_semis,Detroit Pistons,3,4,1
nba,1962,western_semis,Cincinnati Royals,1,4,0
nba,1961,western_finals,St. Louis Hawks,4,7,1
nba,1961,western_finals,Los Angeles Lakers,3,7,0
nba,1961,finals,Boston Celtics,4,5,1
nba,1961,eastern_finals,Boston Celtics,4,5,1
nba,1961,western_semis,Los Angeles Lakers,3,5,1
nba,1961,finals,St. Louis Hawks,1,5,0
nba,1961,eastern_finals,Syracuse Nationals,1,5,0
nba,1961,western_semis,Detroit Pistons,2,5,0
nba,1961,eastern_semis,Syracuse Nationals,3,3,1
nba,1961,eastern_semis,Philadelphia Warriors,0,3,0
nba,1960,finals,Boston Celtics,4,7,1
nba,1960,western_finals,St. Louis Hawks,4,7,1
nba,1960,finals,St. Louis Hawks,3,7,0
nba,1960,western_finals,Minneapolis Lakers,3,7,0
nba,1960,eastern_finals,Boston Celtics,4,6,1
nba,1960,eastern_finals,Philadelphia Warriors,2,6,0
nba,1960,eastern_semis,Philadelphia Warriors,2,3,1
nba,1960,eastern_semis,Syracuse Nationals,1,3,0
nba,1960,western_semis,Minneapolis Lakers,2,2,1
nba,1960,western_semis,Detroit Pistons,0,2,0
nba,1959,eastern_finals,Boston Celtics,4,7,1
nba,1959,eastern_finals,Syracuse Nationals,3,7,0
nba,1959,western_finals,Minneapolis Lakers,4,6,1
nba,1959,western_finals,St. Louis Hawks,2,6,0
nba,1959,finals,Boston Celtics,4,4,1
nba,1959,finals,Minneapolis Lakers,0,4,0
nba,1959,western_semis,Minneapolis Lakers,2,3,1
nba,1959,western_semis,Detroit Pistons,1,3,0
nba,1959,eastern_semis,Syracuse Nationals,2,2,1
nba,1959,eastern_semis,New York Knicks,0,2,0
nba,1958,finals,St. Louis Hawks,4,6,1
nba,1958,finals,Boston Celtics,2,6,0
nba,1958,eastern_finals,Boston Celtics,4,5,1
nba,1958,western_finals,St. Louis Hawks,4,5,1
nba,1958,eastern_finals,Philadelphia Warriors,1,5,0
nba,1958,western_finals,Detroit Pistons,1,5,0
nba,1958,eastern_semis,Philadelphia Warriors,2,3,1
nba,1958,eastern_semis,Syracuse Nationals,1,3,0
nba,1958,western_semis,Detroit Pistons,2,2,1
nba,1958,western_semis,Cincinnati Royals,0,2,0
nba,1957,finals,Boston Celtics,4,7,1
nba,1957,finals,St. Louis Hawks,3,7,0
nba,1957,eastern_finals,Boston Celtics,3,3,1
nba,1957,western_finals,St. Louis Hawks,3,3,1
nba,1957,eastern_finals,Syracuse Nationals,0,3,0
nba,1957,western_finals,Minneapolis Lakers,0,3,0
nba,1957,eastern_semis,Syracuse Nationals,2,2,1
nba,1957,western_semis,Minneapolis Lakers,2,2,1
nba,1957,eastern_semis,Philadelphia Warriors,0,2,0
nba,1957,western_semis,Fort Wayne Pistons,0,2,0
nba,1957,tiebreaker,St. Louis Hawks,1,1,1
nba,1957,tiebreaker,St. Louis Hawks,1,1,1
nba,1957,tiebreaker,Fort Wayne Pistons,0,1,0
nba,1957,tiebreaker,Minneapolis Lakers,0,1,0
nba,1956,finals,Philadelphia Warriors,4,5,1
nba,1956,eastern_finals,Philadelphia Warriors,3,5,1
nba,1956,western_finals,Fort Wayne Pistons,3,5,1
nba,1956,finals,Fort Wayne Pistons,1,5,0
nba,1956,eastern_finals,Syracuse Nationals,2,5,0
nba,1956,western_finals,St. Louis Hawks,2,5,0
nba,1956,eastern_semis,Syracuse Nationals,2,3,1
nba,1956,western_semis,St. Louis Hawks,2,3,1
nba,1956,eastern_semis,Boston Celtics,1,3,0
nba,1956,western_semis,Minneapolis Lakers,1,3,0
nba,1956,tiebreaker,Syracuse Nationals,1,1,1
nba,1956,tiebreaker,Minneapolis Lakers,1,1,1
nba,1956,tiebreaker,New York Knicks,0,1,0
nba,1956,tiebreaker,St. Louis Hawks,0,1,0
nba,1955,finals,Syracuse Nationals,4,7,1
nba,1955,finals,Fort Wayne Pistons,3,7,0
nba,1955,eastern_finals,Syracuse Nationals,3,4,1
nba,1955,western_finals,Fort Wayne Pistons,3,4,1
nba,1955,eastern_finals,Boston Celtics,1,4,0
nba,1955,western_finals,Minneapolis Lakers,1,4,0
nba,1955,eastern_semis,Boston Celtics,2,3,1
nba,1955,western_semis,Minneapolis Lakers,2,3,1
nba,1955,eastern_semis,New York Knicks,1,3,0
nba,1955,western_semis,Rochester Royals,1,3,0
nba,1954,finals,Minneapolis Lakers,4,7,1
nba,1954,finals,Syracuse Nationals,3,7,0
nba,1954,western_finals,Minneapolis Lakers,2,3,1
nba,1954,western_finals,Rochester Royals,1,3,0
nba,1954,eastern_finals,Syracuse Nationals,2,2,1
nba,1954,eastern_finals,Boston Celtics,0,2,0
nba,1953,finals,Minneapolis Lakers,4,5,1
nba,1953,western_finals,Minneapolis Lakers,3,5,1
nba,1953,finals,New York Knicks,1,5,0
nba,1953,western_finals,Fort Wayne Pistons,2,5,0
nba,1953,eastern_finals,New York Knicks,3,4,1
nba,1953,eastern_finals,Boston Celtics,1,4,0
nba,1953,western_semis,Fort Wayne Pistons,2,3,1
nba,1953,western_semis,Rochester Royals,1,3,0
nba,1953,eastern_semis,Boston Celtics,2,2,1
nba,1953,eastern_semis,New York Knicks,2,2,1
nba,1953,western_semis,Minneapolis Lakers,2,2,1
nba,1953,eastern_semis,Syracuse Nationals,0,2,0
nba,1953,eastern_semis,Baltimore Bullets,0,2,0
nba,1953,western_semis,Indianapolis Olympians,0,2,0
nba,1952,finals,Minneapolis Lakers,4,7,1
nba,1952,finals,New York Knicks,3,7,0
nba,1952,eastern_finals,New York Knicks,3,4,1
nba,1952,western_finals,Minneapolis Lakers,3,4,1
nba,1952,eastern_finals,Syracuse Nationals,1,4,0
nba,1952,western_finals,Rochester Royals,1,4,0
nba,1952,eastern_semis,New York Knicks,2,3,1
nba,1952,eastern_semis,Syracuse Nationals,2,3,1
nba,1952,eastern_semis,Boston Celtics,1,3,0
nba,1952,eastern_semis,Philadelphia Warriors,1,3,0
nba,1952,western_semis,Minneapolis Lakers,2,2,1
nba,1952,western_semis,Rochester Royals,2,2,1
nba,1952,western_semis,Indianapolis Olympians,0,2,0
nba,1952,western_semis,Fort Wayne Pistons,0,2,0
nba,1951,finals,Rochester Royals,4,7,1
nba,1951,finals,New York Knicks,3,7,0
nba,1951,eastern_finals,New York Knicks,3,5,1
nba,1951,eastern_finals,Syracuse Nationals,2,5,0
nba,1951,western_finals,Rochester Royals,3,4,1
nba,1951,western_finals,Minneapolis Lakers,1,4,0
nba,1951,western_semis,Minneapolis Lakers,2,3,1
nba,1951,western_semis,Rochester Royals,2,3,1
nba,1951,western_semis,Indianapolis Olympians,1,3,0
nba,1951,western_semis,Fort Wayne Pistons,1,3,0
nba,1951,eastern_semis,New York Knicks,2,2,1
nba,1951,eastern_semis,Syracuse Nationals,2,2,1
nba,1951,eastern_semis,Boston Celtics,0,2,0
nba,1951,eastern_semis,Philadelphia Warriors,0,2,0
