Aberdeen JC,"Rozier, Bob",1979,1979,DE,6' 3'',240,Anchorage,AK,USA,"Cordova (Sacramento, CA)"
Jackson State University,"Funchess, Tom",1968,1974,DE/G/OG/OT/T,6' 5'',264,Crystal Springs,MS,USA,Crystal Springs (MS)
Jackson State University,"Gordon, Cletis",2006,2009,DB,6' 1'',197,Amite,LA,USA,
Jackson State University,"Gray, Leon",1973,1983,OT/T,6' 3'',265,Olive Branch,MS,USA,"East Side (Olive Branch, MS)"
Jackson State University,"Greer, Al",1963,1963,OE,6' 3'',197,Anniston,AL,USA,
Jackson State University,"Hardy, Ed",1973,1973,G,6' 4'',242,Magee,MS,USA,"Harper (Mendenhall, MS)"
Jackson State University,"Hardy, Larry",1978,1985,TE,6' 3'',240,Mendenhall,MS,USA,Mendenhall (MS)
Jackson State University,"Hardy, Robert",1979,1982,DT,6' 2'',250,Tulsa,OK,USA,"Booker T. Washington (Tulsa, OK)"
Jackson State University,"Harrington, Perry",1980,1985,FB/RB,5' 11'',210,Bentonia,MS,USA,"Lanier (Jackson, MS)"
Jackson State University,"Harvey, James",1987,1988,G/OG,6' 3'',265,New Orleans,LA,USA,Columbia (MS)
Jackson State University,"Harvey, Richard",1970,1971,CB,6' 2'',190,Gulfport,MS,USA,"33rd Avenue (Gulfport, MS)"
Jackson State University,"Hayes, Jim",1965,1966,DE/DT,6' 4'',263,Meridian,MS,USA,"J.T. Harris (Meridian, MS)"
Jackson State University,"Hilton, Roy",1965,1975,DE,6' 6'',240,Hazelhurst,MS,USA,"Parrish (Hazelhurst, MS)"
Jackson State University,"Holifield, Jimmy",1968,1969,CB/S,6' 3'',195,Bessemer,AL,USA,"Abrams (Bessemer, AL)"
Jackson State University,"Holmes, Lester",1993,2000,G/OG/OT,6' 5'',328,Tylertown,MS,USA,Tylertown (MS)
Jackson State University,"Hoover, Houston",1988,1994,G/OT/T,6' 2'',285,Yazoo City,MS,USA,Yazoo City (MS)
Jackson State University,"Houston, Bill",1974,1974,WR,6' 3'',208,Oxford,MS,USA,"Central (Oxford, MS)"
Jackson State University,"Hughes, Bob",1967,1969,DE,6' 4'',253,Columbus,MS,USA,"R.E. Hunt (Columbus, MS)"
Jackson State University,"Jackson, Harold",1968,1983,FL/WR,5' 10'',175,Hattiesburg,MS,USA,"Rowan (Hattiesburg, MS)"
Jackson State University,"James, Claudis",1967,1968,FL,6' 2'',190,Columbia,MS,USA,"Marion Central (Columbia, MS)"
Jackson State University,"Kimbrough, Tony",1993,1994,WR,6' 2'',192,Weir,MS,USA,"Consolidated (Weir, MS)"
Jackson State University,"Marshall, James",1980,1980,CB,6' 0'',187,Magnolia,MS,USA,"Eva Gordon (Jackson, MS)"
Jackson State University,"Martin, Steve",1987,1987,DE,6' 3'',260,Angie,LA,USA,Varnado (LA)
Jackson State University,"Mcgee, Ben",1964,1972,DE/DT,6' 2'',255,Starkville,MS,USA,"Henderson (Starkville, MS)"
Jackson State University,"Mcjulien, Paul",1991,1993,P,5' 10'',190,Chicago,IL,USA,Baker (LA)
Jackson State University,"Mobley, Stacey",1987,1989,WR,5' 8'',168,Daytona Beach,FL,USA,"Spruce Creek (Port Orange, FL)"
Jackson State University,"Molden, Frank",1965,1969,DT/T,6' 5'',282,Town,MS,USA,"Magnolia (Moss Point, MS)"
Jackson State University,"Molden, Fred",1987,1987,DT,6' 2'',272,Singing River,MS,USA,Moss Point (MS)
Jackson State University,"Montgomery, Wilbert",1977,1985,RB,5' 10'',195,Greenville,MS,USA,Greenville (MS)
Jackson State University,"Moore, Jeff",1979,1984,RB,6' 0'',195,Kosciusko,MS,USA,Kosciusko (MS)
Jackson State University,"Moore, Leonard",1987,1987,FB,6' 0'',222,Cartersville,GA,USA,"Walton (Cartersville, GA)"
Jackson State University,"Morris, Sylvester",2000,2000,WR,6' 3'',205,New Orleans,LA,USA,"McDonogh 35 (New Orleans, LA)"
Jackson State University,"Myles, Toby",1999,2001,OT/T,6' 5'',315,Jackson,MS,USA,"Callaway (Jackson, MS)"
Jackson State University,"Outlaw, Johnny",1969,1978,CB/S,5' 10'',160,Clarksdale,MS,USA,"Higgins (Clarksdale, MS)"
Jackson State University,"Patton, Ricky",1978,1982,RB,5' 11'',190,Flint,MI,USA,"Southwestern (Flint, MI)"
Jackson State University,"Payton, Eddie",1977,1982,RB,5' 8'',176,Columbia,MS,USA,"John Jefferson (Columbia, MS)"
Jackson State University,"Payton, Walter",1975,1987,HB/RB,5' 10'',203,Columbia,MS,USA,Columbia (MS)
Jackson State University,"Perry, Marlo",1994,1999,LB,6' 4'',250,Forest,MS,USA,"Central (Forest, MS)"
Jackson State University,"Perry, Vernon",1979,1983,CB/S,6' 2'',211,Jackson,MS,USA,"Winfield (Jackson, MS)"
Jackson State University,"Phillips, Rod",1975,1980,RB/TE,6' 0'',220,Meridian,MS,USA,"Harper (Mendenhall, MS)"
Jackson State University,"Pride, Danny",1968,1969,LB,6' 3'',225,Ironton,OH,USA,Ironton (OH)
Jackson State University,"Reed, Taft",1967,1967,OE,6' 2'',200,Hattiesburg,MS,USA,"Rowan (Hattiesburg, MS)"
Jackson State University,"Reese, Don",1974,1981,DE/DT,6' 6'',254,Mobile,AL,USA,"Vigor (Mobile, AL)"
Jackson State University,"Richardson, Ernie",1974,1974,LB,6' 4'',220,Greenville,MS,USA,"Coleman (Greenville, MS)"
Jackson State University,"Richardson, Gloster",1967,1974,FL/SE/WR,6' 0'',200,Greenville,MS,USA,"Coleman (Greenville, MS)"
Jackson State University,"Richardson, Tom",1969,1970,WR,6' 2'',195,Greenville,MS,USA,"Coleman (Greenville, MS)"
Jackson State University,"Richardson, Willie",1963,1971,FL/WR,6' 2'',198,Clarksdale,MS,USA,"Coleman (Greenville, MS)"
Jackson State University,"Seals, Leon",1987,1992,DE/DT,6' 4'',266,New Orleans,LA,USA,"Scotlandville (Baton Rouge, LA)"
Jackson State University,"Simmons, Cleo",1983,1983,TE,6' 2'',225,Mobile,AL,USA,"Murphy (Mobile, AL)"
Jackson State University,"Slater, Jackie",1976,1995,OG/OT/T,6' 4'',278,Jackson,MS,USA,"Wingfield (Jackson, MS)"
Jackson State University,"Smith, Fernando",1994,2000,DE,6' 6'',287,Flint,MI,USA,"Northwestern (Flint, MI)"
Jackson State University,"Smith, Jimmy",1992,2005,WR,6' 1'',209,Detroit,MI,USA,"Calloway (Jackson, MS)"
Jackson State University,"Stamps, Sylvester",1984,1989,RB/WR,5' 7'',172,Vicksburg,MS,USA,Vicksburg (MS)
Jackson State University,"Staten, Robert",1996,1996,RB,5' 11'',240,Shubata,MS,USA,Quitman (MS)
Jackson State University,"Strauthers, Tom",1983,1991,DE,6' 4'',262,Wesson,MS,USA,Brookhaven (MS)
Jackson State University,"Tate, John",1976,1976,LB,6' 2'',230,Mobile,AL,USA,Mobile (AL)
Jackson State University,"Thomas, Lee",1971,1973,DE,6' 5'',246,Karnack,TX,USA,"George Washington (Karnack, TX)"
Jackson State University,"Tillman, Lewis",1989,1995,RB,6' 0'',195,Oklahoma City,OK,USA,Hazlehurst (MS)
Jackson State University,"Walker, Jackie",1986,1989,LB/TE,6' 5'',250,Monroe,LA,USA,"Carroll (Monroe, LA)"
Jackson State University,"Williams, Charley",1978,1978,CB,6' 1'',180,Magee,MS,USA,Mendenhall (MS)
Jackson State University,"Wills, Ladell",1987,1987,LB,6' 3'',240,Flint,MI,USA,"Northern (Flint, MI)"
Jackson State University,"Windham, David",1987,1987,LB,6' 2'',240,Mobile,AL,USA,"C.F. Vigor (Prichard, AL)"
Jackson State University,"Woodson, Sean",1997,1997,S,6' 0'',214,Jackson,MS,USA,"Jim Hill (Jackson, MS)"
Jackson State University,"Word, Roscoe",1974,1976,CB/DB,5' 11'',170,Pine Bluff,AR,USA,"Dellarway (Pine Bluff, AR)"
Jackson State University,"Young, Rickey",1975,1983,RB,6' 2'',195,Mobile,AL,USA,"C.F. Vigor (Prichard, AL)"
Jackson State University,"Zanders, Emanuel",1974,1981,G/OG,6' 1'',251,Demopolis,AL,USA,"U.S. Jones (Demopolis, AL)"
Jacksonville State University,"Baker, Jesse",1979,1987,DE,6' 5'',270,Conyers,GA,USA,"Rockdale County (Conyers, GA)"
Jacksonville State University,"Battle, Ralph",1984,1984,S,6' 2'',205,Huntsville,AL,USA,"J.O. Johnson (Hunstville, AL)"
Jacksonville State University,"Brock, Dieter",1985,1985,QB,6' 0'',195,Birmingham,AL,USA,"Jones Valley (Birmingham, AL)"
Jacksonville State University,"Broughton, Walter",1986,1988,WR,5' 10'',180,Brewton,AL,USA,"T.R. Miller (Brewton, AL)"
Jacksonville State University,"Chapman, Kory",2005,2005,RB,6' 1'',202,Batesville,MS,USA,South Panola (MS)
Jacksonville State University,"Davis, Eric",1990,2002,CB/S,5' 11'',185,Anniston,AL,USA,Anniston (AL)
Jacksonville State University,"Gulledge, David",1992,1992,S,6' 1'',203,Pell City,AL,USA,Pell City (AL)
Jacksonville State University,"Malone, Darrell",1992,1994,CB,5' 10'',177,Mobile,AL,USA,Jacksonville (AL)
Jacksonville State University,"Mckeller, Keith",1987,1993,FB/TE,6' 6'',240,Birmingham,AL,USA,Fairfield (AL)
Jacksonville State University,"Owens, Terry",1966,1975,DE/OT/T,6' 6'',263,Jasper,AL,USA,Samson (AL)
Jacksonville State University,"Word, Mark",1999,2003,DE/DT,6' 5'',283,Miami,FL,USA,"Southridge (Miami, FL)"
Jacksonville State University,"Wright, Alvin",1986,1992,DE/DT/NT,6' 2'',270,Wedowee,AL,USA,"Randolph County (Wedowee, AL)"
Jacksonville University,"Ross, Micah",2001,2004,WR,6' 2'',219,Jacksonville,FL,USA,Andrew Jackson (FL)
James Madison University,"Brooks, Macey",1999,2000,WR,6' 5'',213,Hampton,VA,USA,"Kecoughtan (Hampton, VA)"
James Madison University,"Clark, Gary",1985,1995,WR,5' 9'',173,Radford,VA,USA,"Pulaski County (Dublin, VA)"
James Madison University,"Foxx, Dion",1994,1995,LB,6' 3'',249,Richmond,VA,USA,"Meadowbrook (Richmond, VA)"
James Madison University,"Haley, Charles",1986,1999,DE/LB,6' 5'',230,Gladys,VA,USA,"William Campbell (Naruna, VA)"
James Madison University,"Jordan, Akeem",2007,2010,LB,6' 1'',226,Harrisonburg,,,
James Madison University,"Joyce, Delvin",2002,2003,RB,5' 7'',191,Martinsville,VA,USA,Fieldale-Collinsville (VA)
James Madison University,"Keaton, Curtis",2000,2002,RB,5' 10'',215,Columbus,OH,USA,"Beechcroft (Columbus, OH)"
James Madison University,"Marshall, Warren",1987,1987,RB,6' 0'',216,High Point,NC,USA,"T. Wingate Andrews (High point, NC)"
James Madison University,"Norwood, Scott",1985,1991,K,6' 0'',207,Alexandria,VA,USA,"Thomas Jefferson (Alexandria, VA)"
James Madison University,"Perry, Ed",1997,2005,TE,6' 4'',268,Richmond,VA,USA,"Highland Springs (Richmond, VA)"
Jamestown College,"Syvrud, J.J.",1999,1999,LB,6' 3'',265,Rock Springs,ND,USA,Rock Springs (ND)
Jamestown College,"Webster, John",1924,1924,FB,6' 1'',188,Ocheyedan,IA,USA,Jamestown (ND)
Jefferson College,"Whire, John",1933,1933,FB,6' 1'',185,Albany,GA,USA,Albany (GA)
John Carroll University,"Armstrong, Graham",1941,1948,DT/K/T,6' 4'',230,Cleveland,OH,USA,"Cathedral (Cleveland, OH)"
John Carroll University,"Ecker, Ed",1947,1952,T,6' 7'',276,Cleveland,OH,USA,
John Carroll University,"Fletcher, London",1998,2010,LB,5' 10'',243,Cleveland,,,"Villa Angela-St. Joseph (Cleveland, OH)"
John Carroll University,"Lahey, Pat",1946,1947,E,6' 2'',219,Dunbridge,OH,USA,Bowling Green (OH)
John Carroll University,"Mcmillan, Chuck",1954,1954,DHB,6' 3'',175,Cleveland,OH,USA,"East Tech (Cleveland, OH)"
John Carroll University,"Shields, Burrell",1954,1955,HB,6' 2'',203,Cleveland,OH,USA,"East Technical (Cleveland, OH)"
John Carroll University,"Shula, Don",1951,1957,DB/DHB/HB,5' 11'',190,Painesville,OH,USA,"Harvey (Painesville, OH)"
John Carroll University,"Stringer, Gene",1925,1925,FB/HB/QB/T,6' 0'',200,Cleveland,OH,USA,
John Carroll University,"Taseff, Carl",1951,1962,CB/DB/DHB/FB/HB/OHB,5' 11'',182,Parma,OH,USA,"East (Cleveland, OH)"
Johnson C. Smith University,"Beamer, Tim",1971,1971,CB,5' 11'',185,Galax,VA,USA,Galax (VA)
Johnson C. Smith University,"Clifton, Greg",1993,1993,WR,5' 11'',175,Charlotte,NC,USA,"Independence (Charlotte, NC)"
Johnson C. Smith University,"Dusenbery, Bill",1970,1970,WR,6' 2'',198,Washington,DC,USA,"Dunbar (Lexington, NC)"
Johnson C. Smith University,"Johnson, Benny",1970,1976,CB,5' 11'',178,Fort Valley,GA,USA,"Jones (Orlando, FL)"
Johnson C. Smith University,"Johnson, Donnell",1993,1993,DE,6' 7'',310,Las Vegas,NV,USA,"Northwestern (Miami, FL)"
Johnson C. Smith University,"Jones, Harris",1971,1974,G,6' 4'',241,Lake City,SC,USA,"Carver (Lake City, SC)"
Johnson C. Smith University,"Newman, Tim",1987,1987,RB,6' 0'',220,Charlotte,NC,USA,"Olympic (Charlotte, NC)"
Johnson C. Smith University,"Norman, Pettis",1962,1973,FL/TE,6' 3'',220,Lincolnton,GA,USA,"West (Charlotte, NC)"
Johnson C. Smith University,"Wells, Bob",1968,1970,OT/T,6' 4'',273,New York,NY,USA,"Lucy C. Laney (Atlanta, GA)"
Johnson County Community College,"Jolly, Ken",1984,1985,LB,6' 2'',220,Dallas,TX,USA,"Bryan Adams (Dallas, TX)"
Joliet Junior College,"Knapcyzk, Ken",1987,1987,WR,5' 11'',190,Mokena,IL,USA,"Lincoln-Way (New Lenox, IL)"
Joliet Junior College,"Mitchell, Derrell",1994,1994,WR,5' 9'',190,Miami,FL,USA,"Northwestern (Miami, FL)"
Jones County Junior College,"Branch, Deion",2002,2010,WR,5' 9'',193,Albany,,,"Monroe (Albany, GA)"
Jones County Junior College,"Herring, George",1960,1961,P/QB,6' 2'',200,Gadsden,AL,USA,Hokes Bluff (AL)
Jones County Junior College,"Keyes, Marcus",1996,1996,DT,6' 3'',310,Taylorsville,MS,USA,Taylorsville (MS)
Jones County Junior College,"Logan, James",1995,2000,LB,6' 2'',225,Opp,LA,USA,Opp (AL)
Jones County Junior College,"Roye, Orpheus",1996,2008,DT,6' 4'',303,Miami,FL,USA,Miami Springs (FL)
Jones County Junior College,"Suchy, Larry",1968,1968,DB,5' 11'',180,Heidelberg,MS,USA,Heidelberg (MS)
Jones County Junior College,"Terrell, Daryl",1999,2003,OG/OT/TE,6' 5'',304,Vossburg,MS,USA,Heidelberg (MS)
Jones County Junior College,"Walker, Javon",2002,2009,WR,6' 3'',217,Galveston,TX,USA,"St. Thomas More (Lafayette, LA)"
Kalamazoo College,"Casteel, Miles",1922,1922,HB/QB,5' 11'',160,Elmira,NY,USA,
Kalamazoo College,"Fausch, Frank",1921,1922,FB/G/HB/T,6' 6'',250,Goshen,IN,USA,Benton Harbor (MI)
Kansas State University,"Alexander, Elijah",1992,2001,LB,6' 2'',235,Fort Worth,TX,USA,"Dunbar (Fort Worth, TX)"
Kansas State University,"Allen, David",2003,2005,RB,5' 9'',195,Euless,TX,USA,Liberty (MO)
Kansas State University,"Alphin, Gerald",1990,1991,WR,6' 3'',220,Portland,OR,USA,"University City (St. Louis, IL)"
Kansas State University,"Archer, Brandon",2007,2007,LB,6' 0'',239,Minneapolis,MN,USA,
Kansas State University,"Bailey, Eric",1987,1987,TE,6' 5'',240,Fort Worth,TX,USA,"Dunbar (Fort Worth, TX)"
Kansas State University,"Beisel, Monty",2001,2009,DE,6' 3'',258,Douglass,KS,USA,Victoria (KS)/Douglass (KS)
Kansas State University,"Bennett, Monte",1981,1987,DE/DT,6' 5'',270,Sterling,KS,USA,Sterling (KS)
Kansas State University,"Best, Greg",1983,1984,S,5' 10'',185,New Brighton,PA,USA,"Black Hawk (Beaver Falls, PA)"
Kansas State University,"Best, Keith",1972,1972,LB,6' 3'',220,Canton,OH,USA,Lincoln (OH)
Kansas State University,"Bishop, Michael",2000,2000,QB,6' 2'',215,Galveston,TX,USA,Willis (TX)
Kansas State University,"Brooks, Barrett",1995,2005,OT,6' 4'',318,St. Louis,MO,USA,"McCluer North (Florissant, MO)"
Kansas State University,"Brown, Greg",1981,1988,DE/DT,6' 5'',260,Washington,DC,USA,"Woodson (Washington, DC)"
Kansas State University,"Brown, Larry",1969,1976,RB,5' 11'',195,Clairton,PA,USA,"Schenley (Pittsburgh, PA)"
Kansas State University,"Bushby, Tom",1934,1934,HB/QB,5' 10'',200,Munden,KS,USA,
Kansas State University,"Butler, Bill",1972,1974,RB,6' 2'',212,Leaksville,NC,USA,"Escambia (Pensacola, FL)"
Kansas State University,"Butler, Jerametrius",2001,2004,CB,5' 10'',181,Dallas,TX,USA,"Carter (Dallas, TX)"
Kansas State University,"Calhoun, Don",1974,1982,FB/HB/RB,6' 0'',207,Sumner,OK,USA,"North (Wichita, KS)"
Kansas State University,"Campbell, Russ",1992,1992,TE,6' 5'',259,Columbus,OH,USA,"North (Wichita, KS)"
Kansas State University,"Canty, Chris",1997,2000,CB,5' 9'',187,Long Beach,CA,USA,"Eastern (Voorhees, NJ)"
Kansas State University,"Carter, Dyshod",2001,2005,DB,5' 10'',197,Denver,CO,USA,"Thomas Jefferson (Denver, CO)"
Kansas State University,"Cartwright, Rock",2002,2010,RB,5' 7'',231,Conroe,,,Conroe (TX)
Kansas State University,"Chapman, Lamar",2000,2001,CB,6' 0'',176,Liberal,KS,USA,Liberal (KS)
Kansas State University,"Childs, Henry",1974,1984,TE,6' 2'',222,Thomasville,GA,USA,"Douglass (Thomasville, GA)"
Kansas State University,"Clark, Steve",1981,1981,DE,6' 5'',258,Chattanooga,TN,USA,"Miffin (Columbus, OH)"
Kansas State University,"Clary, Jeromey",2007,2010,OL,6' 6'',306,Lincoln,,,
Kansas State University,"Coffman, Paul",1978,1988,TE,6' 3'',225,St. Louis,MO,USA,Chase (KS)
Kansas State University,"Cokeley, Will",1987,1987,LB,6' 2'',220,Topeka,KS,USA,"Washburn Rural (Topeka, KS)"
Kansas State University,"Coleman, Andre",1994,1998,WR,5' 9'',165,Charlotte,NC,USA,"Hickory (Hermitage, PA)"
Kansas State University,"Colston, Tim",1996,1996,DE,6' 0'',275,Tampa,FL,USA,"King (Tampa, FL)"
Kansas State University,"Cooper, Jarrod",2001,2007,DB,6' 0'',212,Pearland,TX,USA,Pearland (TX)
Kansas State University,"Crenshaw, Willis",1964,1970,FB/RB,6' 2'',228,St. Louis,MO,USA,"Soldan (St. Louis, MO)"
Kansas State University,"Crosby, Steve",1974,1976,RB,5' 11'',205,Great Bend,KS,USA,"Pawnee Park (Great Bend, KS)"
Kansas State University,"Cullars, Willie",1974,1974,DE,6' 5'',250,Washington,GA,USA,"Central (Washington, GA)"
Kansas State University,"Dickey, Lynn",1971,1985,QB,6' 4'',210,Paola,KS,USA,Osawatomie (KS)
Kansas State University,"Diles, Zach",2007,2010,LB,6' 0'',240,Tulare,,,
Kansas State University,"Epps, Jack",1987,1987,S,6' 0'',197,Tulsa,OK,USA,"West (Shawnee Mission, KS)"
Kansas State University,"Evans, Dale",1961,1961,HB,6' 3'',210,St. Francis,KS,USA,"Highland Park (Topeka, KS)"
Kansas State University,"Faggins, De marcus",2002,2009,DB,5' 10'',178,Irving,TX,USA,Irving (TX)
Kansas State University,"Fatafehi, Mario",2001,2004,DT,6' 2'',296,Chicago,IL,USA,"Farrington (Honolulu, HI)"
Kansas State University,"Figurs, Yamon",2007,2010,WR,5' 11'',175,Fort Pierce,,,
Kansas State University,"Fogle, De shawn",1997,1997,LB,6' 1'',220,Brooklyn,NY,USA,"Chapman (Manhattan, KS)"
Kansas State University,"Franklin, Jerrell",1987,1987,OT,6' 3'',285,Houston,TX,USA,"Jack Yates (Houston, TX)"
Kansas State University,"Fulhage, Scott",1987,1992,P,5' 11'',291,Beloit,KS,USA,Beloit (KS)
Kansas State University,"Furey, Jim",1961,1961,LB,6' 0'',230,Newark,NJ,USA,"Barringer (Newark, NJ)/St. Benedict's Prep (Newark, NJ)"
Kansas State University,"Gaskins, Percell",1996,1997,LB,6' 0'',225,Daytona Beach,FL,USA,"Seabreeze (Ormand Beach, FL)"
Kansas State University,"Goodlow, Eugene",1983,1986,WR,6' 2'',190,St. Louis,MO,USA,"McQuaid Jesuit (Rochester, NY)"
Kansas State University,"Gordon, Ira",1970,1975,G/T,6' 3'',270,Kilbourne,LA,USA,"Combs-McIntyre (Oak Grove, LA)"
Kansas State University,"Gramatica, Martin",1999,2008,K,5' 8'',170,Buenos Aires,,,La Bella (FL)
Kansas State University,"Green, Rogerick",1992,1995,CB/S,5' 10'',180,San Antonio,TX,USA,"West Campus (San Antonio, TX)"
Kansas State University,"Grogan, Steve",1975,1990,QB,6' 4'',210,Ottawa,KS,USA,Ottawa (KS)
Kansas State University,"Hackney, Elmer",1940,1946,FB/HB,6' 2'',202,Oberlin,KS,USA,"Decatur (Oberlin, KS)"
Kansas State University,"Hahn, Ray",1926,1926,E,5' 10'',190,Clay Center,KS,USA,Clay Center (KS)
Kansas State University,"Hanson, Homer",1934,1935,C/G,6' 0'',220,Riley,KS,USA,Riley (KS)
Kansas State University,"Harris, M.l.",1980,1985,TE,6' 5'',238,Columbus,OH,USA,"North (Columbus, OH)"
Kansas State University,"Henry, Maurice",1990,1990,LB,5' 11'',220,Starkville,MS,USA,"Central (Salina, KS)"
Kansas State University,"Herron, Mack",1973,1975,HB/RB,5' 5'',174,Biloxi,MS,USA,"David Farragut (Chicago, IL)"
Kansas State University,"Hoppock, Doug",1987,1987,OT,6' 4'',280,Wichita,KS,USA,"Southeast (Wichita, KS)"
Kansas State University,"Howard, Darren",2000,2009,DE,6' 3'',281,St. Petersburg,FL,USA,"Boca Ciega (St. Petersburg, FL)"
Kansas State University,"Huntley, Kevin",2006,2007,DE,6' 7'',270,Washington,DC,USA,
Kansas State University,"Hurd, Jeff",1987,1987,LB,6' 2'',245,Monroe,LA,USA,"Lincoln Academy (Kansas City, MO)"
Kansas State University,"Jacox, Kendyl",1998,2006,C,6' 2'',328,Dallas,TX,USA,"Carter (Dallas, TX)"
Kansas State University,"Johnson, Clyde",1997,1997,CB,5' 10'',191,Austin,TX,USA,"Lyndon Baines Johnson (Austin, TX)"
Kansas State University,"Johnson, Damian",1986,1990,OG/T,6' 5'',290,Great Bend,KS,USA,Great Bend (KS)
Kansas State University,"Johnson, James",2008,2008,RB,5' 11'',202,Baton Rouge,LA,USA,"Thomas Jefferson HS (Port Arthur, TX); Memorial HS (Port Arthur, TX)"
Kansas State University,"Johnson, Jason",1998,1999,C,6' 3'',290,Kansas City,MO,USA,Oak Park (MO)
Kansas State University,"Jolley, Al",1921,1931,E/G/T,6' 2'',220,Onago,KS,USA,Manhattan (KS)
Kansas State University,"Jones, Dave",1969,2010,WR,6' 2'',185,Goodland,,,"Sherman (Goodland, KS)"
Kansas State University,"Jones, Willie",1967,1971,DE/DT,6' 2'',260,Moro,AR,USA,"William McKinley (St. Louis, MO)"
Kansas State University,"Jordan, Tony",1988,1989,RB,6' 2'',220,Rochester,NY,USA,"East (Rochester, NY)"
Kansas State University,"Kelly, Jeff",1999,2002,LB,5' 11'',251,La Grange,TX,USA,La Grange (TX)
Kansas State University,"Larson, Lynn",1971,1971,T,6' 4'',254,Phoenix,AZ,USA,"Alhambra (Phoenix, AZ)"
Kansas State University,"Leber, Ben",2002,2010,LB,6' 3'',244,Vermillion,,,Vermillion (SD)
Kansas State University,"Lilja, Ryan",2004,2010,OG,6' 2'',285,Lkae Quivira,,,"Northwest (Shawnee Mission, KS)"
Kansas State University,"Livingston, Ted",1937,1940,G/T,6' 3'',219,Geneseo,KS,USA,
Kansas State University,"Lockett, Kevin",1997,2003,WR,6' 0'',187,Tulsa,OK,USA,"Washington (Tulsa, OK)"
Kansas State University,"Lyon, George",1929,1934,G/T,6' 2'',235,Jamestown,KS,USA,
Kansas State University,"Maddox, Buster",1935,1935,T,6' 3'',225,Greenville,TX,USA,Greenville (TX)
Kansas State University,"Manucci, Dan",1979,1987,QB,6' 2'',194,Erie,PA,USA,"McClintock (Tempe, AZ)"
Kansas State University,"Marciniak, Ron",1955,1955,G,6' 1'',210,Pittsburgh,PA,USA,"St. George (Pittsburgh, PA)"
Kansas State University,"Martin, Matt",2002,2003,OT,6' 6'',275,Long Beach,CA,USA,"Edison (Long Beach, CA)"
Kansas State University,"Matan, Bill",1966,1966,DE,6' 3'',240,St. Louis,MO,USA,"Clevelamnd Academy (St. Louis, MO)"
