school,year,conference
Oregon,1971,pac-12
Oregon,1972,pac-12
Oregon,1973,pac-12
Oregon,1974,pac-12
Oregon,1975,pac-12
Oregon,1976,pac-12
Oregon,1977,pac-12
Oregon,1978,pac-12
Oregon,1979,pac-12
Oregon,1980,pac-12
Oregon,1981,pac-12
Oregon,1982,pac-12
Oregon,1983,pac-12
Oregon,1984,pac-12
Oregon,1985,pac-12
Oregon,1986,pac-12
Oregon,1987,pac-12
Oregon,1988,pac-12
Oregon,1989,pac-12
Oregon,1990,pac-12
Oregon,1991,pac-12
Oregon,1992,pac-12
Oregon,1993,pac-12
Oregon,1994,pac-12
Oregon,1995,pac-12
Oregon,1996,pac-12
Oregon,1997,pac-12
Oregon,1998,pac-12
Oregon,1999,pac-12
Oregon,2000,pac-12
Oregon,2001,pac-12
Oregon,2002,pac-12
Oregon,2003,pac-12
Oregon,2004,pac-12
Oregon,2005,pac-12
Oregon,2006,pac-12
Oregon,2007,pac-12
Oregon,2008,pac-12
Oregon,2009,pac-12
Oregon,2010,pac-12
Oregon,2011,pac-12
Oregon,2012,pac-12
Oregon,2013,pac-12
Oregon,2014,pac-12
Oregon,2015,pac-12
Oregon State,1965,pac-12
Oregon State,1966,pac-12
Oregon State,1967,pac-12
Oregon State,1968,pac-12
Oregon State,1969,pac-12
Oregon State,1970,pac-12
Oregon State,1971,pac-12
Oregon State,1972,pac-12
Oregon State,1973,pac-12
Oregon State,1974,pac-12
Oregon State,1975,pac-12
Oregon State,1976,pac-12
Oregon State,1977,pac-12
Oregon State,1978,pac-12
Oregon State,1979,pac-12
Oregon State,1980,pac-12
Oregon State,1981,pac-12
Oregon State,1982,pac-12
Oregon State,1983,pac-12
Oregon State,1984,pac-12
Oregon State,1985,pac-12
Oregon State,1986,pac-12
Oregon State,1987,pac-12
Oregon State,1988,pac-12
Oregon State,1989,pac-12
Oregon State,1990,pac-12
Oregon State,1991,pac-12
Oregon State,1992,pac-12
Oregon State,1993,pac-12
Oregon State,1994,pac-12
Oregon State,1995,pac-12
Oregon State,1996,pac-12
Oregon State,1997,pac-12
Oregon State,1998,pac-12
Oregon State,1999,pac-12
Oregon State,2000,pac-12
Oregon State,2001,pac-12
Oregon State,2002,pac-12
Oregon State,2003,pac-12
Oregon State,2004,pac-12
Oregon State,2005,pac-12
Oregon State,2006,pac-12
Oregon State,2007,pac-12
Oregon State,2008,pac-12
Oregon State,2009,pac-12
Oregon State,2010,pac-12
Oregon State,2011,pac-12
Oregon State,2012,pac-12
Oregon State,2013,pac-12
Oregon State,2014,pac-12
Oregon State,2015,pac-12
Pacific,1965,independent
Pacific,1966,independent
Pacific,1967,independent
Pacific,1968,independent
Pacific,1969,big-west
Pacific,1970,big-west
Pacific,1971,big-west
Pacific,1972,big-west
Pacific,1973,big-west
Pacific,1974,big-west
Pacific,1975,big-west
Pacific,1976,big-west
Pacific,1977,big-west
Pacific,1978,big-west
Pacific,1979,big-west
Pacific,1980,big-west
Pacific,1981,big-west
Pacific,1982,big-west
Pacific,1983,big-west
Pacific,1984,big-west
Pacific,1985,big-west
Pacific,1986,big-west
Pacific,1987,big-west
Pacific,1988,big-west
Pacific,1989,big-west
Pacific,1990,big-west
Pacific,1991,big-west
Pacific,1992,big-west
Pacific,1993,big-west
Pacific,1994,big-west
Pacific,1995,big-west
Pacific,1996,none
Pacific,1997,none
Pacific,1998,none
Pacific,1999,none
Pacific,2000,none
Pacific,2001,none
Pacific,2002,none
Pacific,2003,none
Pacific,2004,none
Pacific,2005,none
Pacific,2006,none
Pacific,2007,none
Pacific,2008,none
Pacific,2009,none
Pacific,2010,none
Pacific,2011,none
Pacific,2012,none
Pacific,2013,none
Pacific,2014,none
Pacific,2015,none
Penn State,1965,independent
Penn State,1966,independent
Penn State,1967,independent
Penn State,1968,independent
Penn State,1969,independent
Penn State,1970,independent
Penn State,1971,independent
Penn State,1972,independent
Penn State,1973,independent
Penn State,1974,independent
Penn State,1975,independent
Penn State,1976,independent
Penn State,1977,independent
Penn State,1978,independent
Penn State,1979,independent
Penn State,1980,independent
Penn State,1981,independent
Penn State,1982,independent
Penn State,1983,independent
Penn State,1984,independent
Penn State,1985,independent
Penn State,1986,independent
Penn State,1987,independent
Penn State,1988,independent
Penn State,1989,independent
Penn State,1990,independent
Penn State,1991,independent
Penn State,1992,independent
Penn State,1993,big-ten
Penn State,1994,big-ten
Penn State,1995,big-ten
Penn State,1996,big-ten
Penn State,1997,big-ten
Penn State,1998,big-ten
Penn State,1999,big-ten
Penn State,2000,big-ten
Penn State,2001,big-ten
Penn State,2002,big-ten
Penn State,2003,big-ten
Penn State,2004,big-ten
Penn State,2005,big-ten
Penn State,2006,big-ten
Penn State,2007,big-ten
Penn State,2008,big-ten
Penn State,2009,big-ten
Penn State,2010,big-ten
Penn State,2011,big-ten
Penn State,2012,big-ten
Penn State,2013,big-ten
Penn State,2014,big-ten
Penn State,2015,big-ten
Pennsylvania,1965,ivy
Pennsylvania,1966,ivy
Pennsylvania,1967,ivy
Pennsylvania,1968,ivy
Pennsylvania,1969,ivy
Pennsylvania,1970,ivy
Pennsylvania,1971,ivy
Pennsylvania,1972,ivy
Pennsylvania,1973,ivy
Pennsylvania,1974,ivy
Pennsylvania,1975,ivy
Pennsylvania,1976,ivy
Pennsylvania,1977,ivy
Pennsylvania,1978,ivy
Pennsylvania,1979,ivy
Pennsylvania,1980,ivy
Pennsylvania,1981,ivy
Pennsylvania,1982,none
Pennsylvania,1983,none
Pennsylvania,1984,none
Pennsylvania,1985,none
Pennsylvania,1986,none
Pennsylvania,1987,none
Pennsylvania,1988,none
Pennsylvania,1989,none
Pennsylvania,1990,none
Pennsylvania,1991,none
Pennsylvania,1992,none
Pennsylvania,1993,none
Pennsylvania,1994,none
Pennsylvania,1995,none
Pennsylvania,1996,none
Pennsylvania,1997,none
Pennsylvania,1998,none
Pennsylvania,1999,none
Pennsylvania,2000,none
Pennsylvania,2001,none
Pennsylvania,2002,none
Pennsylvania,2003,none
Pennsylvania,2004,none
Pennsylvania,2005,none
Pennsylvania,2006,none
Pennsylvania,2007,none
Pennsylvania,2008,none
Pennsylvania,2009,none
Pennsylvania,2010,none
Pennsylvania,2011,none
Pennsylvania,2012,none
Pennsylvania,2013,none
Pennsylvania,2014,none
Pennsylvania,2015,none
Pittsburgh,1965,independent
Pittsburgh,1966,independent
Pittsburgh,1967,independent
Pittsburgh,1968,independent
Pittsburgh,1969,independent
Pittsburgh,1970,independent
Pittsburgh,1971,independent
Pittsburgh,1972,independent
Pittsburgh,1973,independent
Pittsburgh,1974,independent
Pittsburgh,1975,independent
Pittsburgh,1976,independent
Pittsburgh,1977,independent
Pittsburgh,1978,independent
Pittsburgh,1979,independent
Pittsburgh,1980,independent
Pittsburgh,1981,independent
Pittsburgh,1982,independent
Pittsburgh,1983,independent
Pittsburgh,1984,independent
Pittsburgh,1985,independent
Pittsburgh,1986,independent
Pittsburgh,1987,independent
Pittsburgh,1988,independent
Pittsburgh,1989,independent
Pittsburgh,1990,independent
Pittsburgh,1991,big-east
Pittsburgh,1992,big-east
Pittsburgh,1993,big-east
Pittsburgh,1994,big-east
Pittsburgh,1995,big-east
Pittsburgh,1996,big-east
Pittsburgh,1997,big-east
Pittsburgh,1998,big-east
Pittsburgh,1999,big-east
Pittsburgh,2000,big-east
Pittsburgh,2001,big-east
Pittsburgh,2002,big-east
Pittsburgh,2003,big-east
Pittsburgh,2004,big-east
Pittsburgh,2005,big-east
Pittsburgh,2006,big-east
Pittsburgh,2007,big-east
Pittsburgh,2008,big-east
Pittsburgh,2009,big-east
Pittsburgh,2010,big-east
Pittsburgh,2011,big-east
Pittsburgh,2012,big-east
Pittsburgh,2013,acc
Pittsburgh,2014,acc
Pittsburgh,2015,acc
Princeton,1965,ivy
Princeton,1966,ivy
Princeton,1967,ivy
Princeton,1968,ivy
Princeton,1969,ivy
Princeton,1970,ivy
Princeton,1971,ivy
Princeton,1972,ivy
Princeton,1973,ivy
Princeton,1974,ivy
Princeton,1975,ivy
Princeton,1976,ivy
Princeton,1977,ivy
Princeton,1978,ivy
Princeton,1979,ivy
Princeton,1980,ivy
Princeton,1981,ivy
Princeton,1982,none
Princeton,1983,none
Princeton,1984,none
Princeton,1985,none
Princeton,1986,none
Princeton,1987,none
Princeton,1988,none
Princeton,1989,none
Princeton,1990,none
Princeton,1991,none
Princeton,1992,none
Princeton,1993,none
Princeton,1994,none
Princeton,1995,none
Princeton,1996,none
Princeton,1997,none
Princeton,1998,none
Princeton,1999,none
Princeton,2000,none
Princeton,2001,none
Princeton,2002,none
Princeton,2003,none
Princeton,2004,none
Princeton,2005,none
Princeton,2006,none
Princeton,2007,none
Princeton,2008,none
Princeton,2009,none
Princeton,2010,none
Princeton,2011,none
Princeton,2012,none
Princeton,2013,none
Princeton,2014,none
Princeton,2015,none
Purdue,1965,big-ten
Purdue,1966,big-ten
Purdue,1967,big-ten
Purdue,1968,big-ten
Purdue,1969,big-ten
Purdue,1970,big-ten
Purdue,1971,big-ten
Purdue,1972,big-ten
Purdue,1973,big-ten
Purdue,1974,big-ten
Purdue,1975,big-ten
Purdue,1976,big-ten
Purdue,1977,big-ten
Purdue,1978,big-ten
Purdue,1979,big-ten
Purdue,1980,big-ten
Purdue,1981,big-ten
Purdue,1982,big-ten
Purdue,1983,big-ten
Purdue,1984,big-ten
Purdue,1985,big-ten
Purdue,1986,big-ten
Purdue,1987,big-ten
Purdue,1988,big-ten
Purdue,1989,big-ten
Purdue,1990,big-ten
Purdue,1991,big-ten
Purdue,1992,big-ten
Purdue,1993,big-ten
Purdue,1994,big-ten
Purdue,1995,big-ten
Purdue,1996,big-ten
Purdue,1997,big-ten
Purdue,1998,big-ten
Purdue,1999,big-ten
Purdue,2000,big-ten
Purdue,2001,big-ten
Purdue,2002,big-ten
Purdue,2003,big-ten
Purdue,2004,big-ten
Purdue,2005,big-ten
Purdue,2006,big-ten
Purdue,2007,big-ten
Purdue,2008,big-ten
Purdue,2009,big-ten
Purdue,2010,big-ten
Purdue,2011,big-ten
Purdue,2012,big-ten
Purdue,2013,big-ten
Purdue,2014,big-ten
Purdue,2015,big-ten
Rice,1965,swc
Rice,1966,swc
Rice,1967,swc
Rice,1968,swc
Rice,1969,swc
Rice,1970,swc
Rice,1971,swc
Rice,1972,swc
Rice,1973,swc
Rice,1974,swc
Rice,1975,swc
Rice,1976,swc
Rice,1977,swc
Rice,1978,swc
Rice,1979,swc
Rice,1980,swc
Rice,1981,swc
Rice,1982,swc
Rice,1983,swc
Rice,1984,swc
Rice,1985,swc
Rice,1986,swc
Rice,1987,swc
Rice,1988,swc
Rice,1989,swc
Rice,1990,swc
Rice,1991,swc
Rice,1992,swc
Rice,1993,swc
Rice,1994,swc
Rice,1995,swc
Rice,1996,wac
Rice,1997,wac
Rice,1998,wac
Rice,1999,wac
Rice,2000,wac
Rice,2001,wac
Rice,2002,wac
Rice,2003,wac
Rice,2004,wac
Rice,2005,cusa
Rice,2006,cusa
Rice,2007,cusa
Rice,2008,cusa
Rice,2009,cusa
Rice,2010,cusa
Rice,2011,cusa
Rice,2012,cusa
Rice,2013,cusa
Rice,2014,cusa
Rice,2015,cusa
Richmond,1965,southern
Richmond,1966,southern
Richmond,1967,southern
Richmond,1968,southern
Richmond,1969,southern
Richmond,1970,southern
Richmond,1971,southern
Richmond,1972,southern
Richmond,1973,southern
Richmond,1974,southern
Richmond,1975,southern
Richmond,1976,southern
Richmond,1977,independent
Richmond,1978,independent
Richmond,1979,independent
Richmond,1980,independent
Richmond,1981,independent
Richmond,1982,independent
Richmond,1983,independent
Richmond,1984,none
Richmond,1985,none
Richmond,1986,none
Richmond,1987,none
Richmond,1988,none
Richmond,1989,none
Richmond,1990,none
Richmond,1991,none
Richmond,1992,none
Richmond,1993,none
Richmond,1994,none
Richmond,1995,none
Richmond,1996,none
Richmond,1997,none
Richmond,1998,none
Richmond,1999,none
Richmond,2000,none
Richmond,2001,none
Richmond,2002,none
Richmond,2003,none
Richmond,2004,none
Richmond,2005,none
Richmond,2006,none
Richmond,2007,none
Richmond,2008,none
Richmond,2009,none
Richmond,2010,none
Richmond,2011,none
Richmond,2012,none
Richmond,2013,none
Richmond,2014,none
Richmond,2015,none
Rutgers,1965,independent
Rutgers,1966,independent
Rutgers,1967,independent
Rutgers,1968,independent
Rutgers,1969,independent
Rutgers,1970,independent
Rutgers,1971,independent
Rutgers,1972,independent
Rutgers,1973,independent
Rutgers,1974,independent
Rutgers,1975,independent
Rutgers,1976,independent
Rutgers,1977,independent
Rutgers,1978,independent
Rutgers,1979,independent
Rutgers,1980,independent
Rutgers,1981,independent
Rutgers,1982,independent
Rutgers,1983,independent
Rutgers,1984,independent
Rutgers,1985,independent
Rutgers,1986,independent
Rutgers,1987,independent
Rutgers,1988,independent
Rutgers,1989,independent
Rutgers,1990,independent
Rutgers,1991,big-east
Rutgers,1992,big-east
Rutgers,1993,big-east
Rutgers,1994,big-east
Rutgers,1995,big-east
Rutgers,1996,big-east
Rutgers,1997,big-east
Rutgers,1998,big-east
Rutgers,1999,big-east
Rutgers,2000,big-east
Rutgers,2001,big-east
Rutgers,2002,big-east
Rutgers,2003,big-east
Rutgers,2004,big-east
Rutgers,2005,big-east
Rutgers,2006,big-east
Rutgers,2007,big-east
Rutgers,2008,big-east
Rutgers,2009,big-east
Rutgers,2010,big-east
Rutgers,2011,big-east
Rutgers,2012,big-east
Rutgers,2013,american
Rutgers,2014,big-ten
Rutgers,2015,big-ten
San Diego State,1965,none
San Diego State,1966,none
San Diego State,1967,none
San Diego State,1968,none
San Diego State,1969,big-west
San Diego State,1970,big-west
San Diego State,1971,big-west
San Diego State,1972,big-west
San Diego State,1973,big-west
San Diego State,1974,big-west
San Diego State,1975,big-west
San Diego State,1976,independent
San Diego State,1977,independent
San Diego State,1978,wac
San Diego State,1979,wac
San Diego State,1980,wac
San Diego State,1981,wac
San Diego State,1982,wac
San Diego State,1983,wac
San Diego State,1984,wac
San Diego State,1985,wac
San Diego State,1986,wac
San Diego State,1987,wac
San Diego State,1988,wac
San Diego State,1989,wac
San Diego State,1990,wac
San Diego State,1991,wac
San Diego State,1992,wac
San Diego State,1993,wac
San Diego State,1994,wac
San Diego State,1995,wac
San Diego State,1996,wac
San Diego State,1997,wac
San Diego State,1998,wac
San Diego State,1999,mwc
San Diego State,2000,mwc
San Diego State,2001,mwc
San Diego State,2002,mwc
San Diego State,2003,mwc
San Diego State,2004,mwc
San Diego State,2005,mwc
San Diego State,2006,mwc
San Diego State,2007,mwc
San Diego State,2008,mwc
San Diego State,2009,mwc
San Diego State,2010,mwc
San Diego State,2011,mwc
San Diego State,2012,mwc
San Diego State,2013,mwc
San Diego State,2014,mwc
San Diego State,2015,mwc
San Jose State,1965,independent
San Jose State,1966,independent
San Jose State,1967,independent
San Jose State,1968,independent
San Jose State,1969,big-west
San Jose State,1970,big-west
San Jose State,1971,big-west
San Jose State,1972,big-west
San Jose State,1973,big-west
San Jose State,1974,big-west
San Jose State,1975,big-west
San Jose State,1976,big-west
San Jose State,1977,big-west
San Jose State,1978,big-west
San Jose State,1979,big-west
San Jose State,1980,big-west
San Jose State,1981,big-west
San Jose State,1982,big-west
San Jose State,1983,big-west
San Jose State,1984,big-west
San Jose State,1985,big-west
San Jose State,1986,big-west
San Jose State,1987,big-west
San Jose State,1988,big-west
San Jose State,1989,big-west
San Jose State,1990,big-west
San Jose State,1991,big-west
San Jose State,1992,big-west
San Jose State,1993,big-west
San Jose State,1994,big-west
San Jose State,1995,big-west
San Jose State,1996,wac
San Jose State,1997,wac
San Jose State,1998,wac
San Jose State,1999,wac
San Jose State,2000,wac
San Jose State,2001,wac
San Jose State,2002,wac
San Jose State,2003,wac
San Jose State,2004,wac
San Jose State,2005,wac
San Jose State,2006,wac
San Jose State,2007,wac
San Jose State,2008,wac
San Jose State,2009,wac
San Jose State,2010,wac
San Jose State,2011,wac
San Jose State,2012,wac
San Jose State,2013,mwc
San Jose State,2014,mwc
San Jose State,2015,mwc
South Alabama,1965,none
South Alabama,1966,none
South Alabama,1967,none
South Alabama,1968,none
South Alabama,1969,none
South Alabama,1970,none
South Alabama,1971,none
South Alabama,1972,none
South Alabama,1973,none
South Alabama,1974,none
South Alabama,1975,none
South Alabama,1976,none
South Alabama,1977,none
South Alabama,1978,none
South Alabama,1979,none
South Alabama,1980,none
South Alabama,1981,none
South Alabama,1982,none
South Alabama,1983,none
South Alabama,1984,none
South Alabama,1985,none
South Alabama,1986,none
South Alabama,1987,none
South Alabama,1988,none
South Alabama,1989,none
South Alabama,1990,none
South Alabama,1991,none
South Alabama,1992,none
South Alabama,1993,none
South Alabama,1994,none
South Alabama,1995,none
South Alabama,1996,none
South Alabama,1997,none
South Alabama,1998,none
South Alabama,1999,none
South Alabama,2000,none
South Alabama,2001,none
South Alabama,2002,none
South Alabama,2003,none
South Alabama,2004,none
South Alabama,2005,none
South Alabama,2006,none
South Alabama,2007,none
South Alabama,2008,none
South Alabama,2009,none
South Alabama,2010,none
South Alabama,2011,none
South Alabama,2012,sun-belt
South Alabama,2013,sun-belt
South Alabama,2014,sun-belt
South Alabama,2015,sun-belt
South Carolina,1965,acc
South Carolina,1966,acc
South Carolina,1967,acc
South Carolina,1968,acc
South Carolina,1969,acc
South Carolina,1970,acc
South Carolina,1971,acc
South Carolina,1972,independent
South Carolina,1973,independent
South Carolina,1974,independent
South Carolina,1975,independent
South Carolina,1976,independent
South Carolina,1977,independent
South Carolina,1978,independent
South Carolina,1979,independent
South Carolina,1980,independent
South Carolina,1981,independent
South Carolina,1982,independent
South Carolina,1983,independent
South Carolina,1984,independent
South Carolina,1985,independent
South Carolina,1986,independent
South Carolina,1987,independent
South Carolina,1988,independent
South Carolina,1989,independent
South Carolina,1990,independent
South Carolina,1991,independent
South Carolina,1992,sec
South Carolina,1993,sec
South Carolina,1994,sec
South Carolina,1995,sec
South Carolina,1996,sec
South Carolina,1997,sec
South Carolina,1998,sec
South Carolina,1999,sec
South Carolina,2000,sec
South Carolina,2001,sec
South Carolina,2002,sec
South Carolina,2003,sec
South Carolina,2004,sec
South Carolina,2005,sec
South Carolina,2006,sec
South Carolina,2007,sec
South Carolina,2008,sec
South Carolina,2009,sec
South Carolina,2010,sec
South Carolina,2011,sec
South Carolina,2012,sec
South Carolina,2013,sec
South Carolina,2014,sec
South Carolina,2015,sec
South Florida,1965,none
South Florida,1966,none
South Florida,1967,none
South Florida,1968,none
South Florida,1969,none
South Florida,1970,none
South Florida,1971,none
South Florida,1972,none
South Florida,1973,none
South Florida,1974,none
South Florida,1975,none
South Florida,1976,none
South Florida,1977,none
South Florida,1978,none
South Florida,1979,none
South Florida,1980,none
South Florida,1981,none
South Florida,1982,none
South Florida,1983,none
South Florida,1984,none
South Florida,1985,none
South Florida,1986,none
South Florida,1987,none
South Florida,1988,none
South Florida,1989,none
South Florida,1990,none
South Florida,1991,none
South Florida,1992,none
South Florida,1993,none
South Florida,1994,none
South Florida,1995,none
South Florida,1996,none
South Florida,1997,none
South Florida,1998,none
South Florida,1999,none
South Florida,2000,independent
South Florida,2001,independent
South Florida,2002,independent
South Florida,2003,cusa
South Florida,2004,cusa
South Florida,2005,big-east
South Florida,2006,big-east
South Florida,2007,big-east
South Florida,2008,big-east
South Florida,2009,big-east
South Florida,2010,big-east
South Florida,2011,big-east
South Florida,2012,big-east
South Florida,2013,american
South Florida,2014,american
South Florida,2015,american
Southern California,1965,pac-12
Southern California,1966,pac-12
Southern California,1967,pac-12
Southern California,1968,pac-12
Southern California,1969,pac-12
Southern California,1970,pac-12
Southern California,1971,pac-12
Southern California,1972,pac-12
Southern California,1973,pac-12
Southern California,1974,pac-12
Southern California,1975,pac-12
Southern California,1976,pac-12
Southern California,1977,pac-12
Southern California,1978,pac-12
Southern California,1979,pac-12
Southern California,1980,pac-12
Southern California,1981,pac-12
Southern California,1982,pac-12
Southern California,1983,pac-12
Southern California,1984,pac-12
Southern California,1985,pac-12
Southern California,1986,pac-12
Southern California,1987,pac-12
Southern California,1988,pac-12
